shape_id,shape_pt_sequence,shape_pt_lat,shape_dist_traveled,shape_pt_lon
ngv1b_1,17,14.075977722044522,1.94,100.60162961483002
ngv1b_1,18,14.076063577243813,1.95,100.60168057680129
ngv1b_1,19,14.07626650758665,2.34,100.59805691242218
ngv1b_1,20,14.07633154932506,2.35,100.59797912836075
ngv1b_1,21,14.076336752663334,2.36,100.59791475534438
ngv1b_1,22,14.076289922614613,2.37,100.5978611111641
ngv1b_1,23,14.076352362677447,2.5,100.59665411710739
ngv1b_1,24,14.076414802723207,2.57,100.59603989124297
ngv1b_1,25,14.076560496096992,2.62,100.59564292430878
ngv1b_1,26,14.076737409354537,2.65,100.59540688991547
ngv1b_1,27,14.07697936402913,2.69,100.59519499540328
ngv1b_1,28,14.077260343329716,2.72,100.59506893157959
ngv1b_1,29,14.077364409649654,2.73,100.59503406286238
ngv1b_1,30,14.0774606709534,2.74,100.59510111808777
ngv1b_1,31,14.07762717689657,2.76,100.59509038925171
ngv1b_1,32,14.077780674455425,2.78,100.59503406286238
ngv1b_1,33,14.077902952098002,2.8,100.59488117694855
ngv1b_1,34,14.077905553749265,2.81,100.59475243091582
ngv1b_1,35,14.07782230089428,2.82,100.59467732906342
ngv1b_1,36,14.077679209978907,2.84,100.59466123580933
ngv1b_1,37,14.077512704073676,2.86,100.59472292661667
ngv1b_1,38,14.077395629536394,2.88,100.59481680393219
ngv1b_1,39,14.077330588100875,2.89,100.59493750333786
ngv1b_1,40,14.077249936695123,2.9,100.59495359659194
ngv1b_1,41,14.076820662604828,2.95,100.59518963098526
ngv1b_1,42,14.076466836081643,3.01,100.59562146663666
ngv1b_1,43,14.076315939309536,3.06,100.59602916240692
ngv1b_1,44,14.07626650758665,3.13,100.59664338827132
ngv1b_1,45,14.072967566333412,3.5,100.59675604104996
ngv1b_1,46,14.071544427920733,3.67,100.59731394052505
ngv1b_1,47,14.071190593228879,3.71,100.59737026691435
ngv1b_1,48,14.071232220868113,3.84,100.5985477566719
ngv1b_1,49,14.071159372494483,3.85,100.59859603643417
ngv1b_1,50,14.070534956911022,3.92,100.59862554073334
ngv1b_1,51,14.070451701371026,3.93,100.59872210025787
ngv1b_1,52,14.070475116994718,4.25,100.60164839029312
ngv1b_1,53,14.06757936667448,4.57,100.60165643692017
ngv1b_1,54,14.06749350828844,4.58,100.60173958539961
ngv1b_1,55,14.067373826848046,5.32,100.60864090919495
